0.529787234,0.923670213,1.114361702,0.588829787,5.998226958,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3
0.629787234,1.023670213,0.664361702,0.638829787,4.664893618,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.429787234,0.973670213,1.114361702,0.888829787,3.831560278,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.629787234,0.823670213,0.614361702,0.488829787,6.664893618,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.529787234,0.623670213,0.764361702,0.638829787,4.498226958,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.179787234,0.923670213,1.064361702,0.738829787,3.331560278,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.629787234,0.523670213,0.764361702,0.638829787,4.998226958,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.529787234,0.723670213,1.114361702,0.338829787,2.998226958,0.0,0.0,1.0,3.0,1.0,1.0,0.0,3
0.079787234,0.073670213,-0.485638298,0.438829787,1.498226958,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.629787234,0.573670213,0.614361702,0.838829787,3.331560278,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
-0.020212766,0.923670213,0.664361702,0.338829787,1.831560278,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
-0.270212766,0.523670213,1.064361702,-0.211170213,2.331560278,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3
0.429787234,0.573670213,0.514361702,0.688829787,3.498226958,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3
0.279787234,0.723670213,0.364361702,-1.011170213,2.831560278,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.279787234,0.523670213,-0.135638298,0.388829787,2.498226958,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
-2.020212766,0.723670213,0.814361702,0.538829787,3.331560278,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3
0.179787234,0.623670213,0.364361702,0.338829787,-0.001773042,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3
0.629787234,0.773670213,0.514361702,0.388829787,0.164893618,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3
0.179787234,0.573670213,0.614361702,-0.011170213,0.998226958,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
-0.920212766,0.723670213,-0.235638298,0.338829787,0.998226958,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
0.229787234,0.723670213,1.064361702,0.788829787,-0.001773042,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.429787234,0.923670213,1.114361702,0.588829787,0.164893618,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3
0.329787234,0.923670213,0.864361702,0.488829787,-0.501773042,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3
0.629787234,-0.076329787,1.064361702,0.038829787,1.498226958,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3
0.429787234,0.823670213,0.714361702,0.638829787,0.831560278,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3
-0.370212766,0.573670213,-0.285638298,0.838829787,1.831560278,0.0,0.0,1.0,4.0,0.0,0.0,1.0,3
0.379787234,-0.026329787,0.014361702,0.538829787,2.664893618,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.229787234,0.673670213,0.564361702,0.638829787,2.498226958,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.329787234,0.623670213,0.664361702,0.488829787,3.664893618,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.429787234,0.723670213,0.064361702,0.388829787,-0.001773042,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3
0.279787234,0.423670213,0.114361702,0.388829787,-0.168439722,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2
0.429787234,0.373670213,0.164361702,0.388829787,0.831560278,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2
0.229787234,0.773670213,0.814361702,-0.161170213,1.498226958,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.329787234,-1.776329787,0.414361702,0.588829787,4.831560278,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2
0.079787234,0.923670213,0.114361702,0.688829787,0.831560278,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.629787234,0.823670213,1.064361702,0.738829787,-1.168439722,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
