PSET1,PSET2,PSET3,PSET4,PSET5,PSET6,QUIZ1,QUIZ2,FINAL,PSET_ZEROS,QUIZ_ZEROS,FALL,MALE,YEAR,COURSE_6,COURSE_8,COURSE_18,GRADE
0.569382022,0.43133583,0.660382022,1.359688457,0.837570894,0.620505618,2.092085984,1.529338325,6.572107669,0,0,1,1,4,0,1,0,3
0.819382022,0.653558052,0.360382022,1.335143003,0.460428037,0.770505618,5.352955544,2.862671665,1.956723049,0,0,1,1,2,0,0,1,3
0.819382022,0.616521015,0.610382022,1.380597548,0.31376137,0.920505618,2.092085984,4.418227215,3.110569209,0,0,1,1,3,1,0,0,3
0.419382022,0.690595089,0.560382022,-0.528493361,-1.591000535,0.320505618,1.222520764,2.640449435,10.03364613,0,0,1,1,2,1,0,0,3
0.819382022,0.690595089,0.660382022,1.153324821,0.837570894,0.920505618,0.135564244,1.529338325,6.901777999,0,0,1,1,3,0,0,1,3
0.719382022,0.505409904,0.660382022,1.380597548,0.837570894,0.820505618,4.700781634,-0.915106115,4.429250529,0,0,1,1,2,1,0,0,3
0.719382022,0.060965459,0.660382022,1.380597548,0.789951846,0.820505618,2.744259894,1.084893885,4.594085689,0,0,1,1,2,1,0,0,3
0.469382022,0.616521015,0.022382022,1.198779366,0.599475656,0.470505618,2.092085984,1.529338325,5.418261509,0,0,1,0,3,1,0,0,3
0.719382022,0.505409904,0.010382022,-0.619402452,-3.210048154,0.920505618,2.961651194,2.862671665,8.055624149,0,0,1,1,2,0,0,1,3
-0.230617978,0.690595089,0.560382022,1.380597548,0.694713751,0.520505618,2.744259894,1.529338325,4.264415359,0,0,1,0,2,1,0,0,3
0.769382022,0.690595089,-0.333117978,0.971506639,-2.257667201,0.770505618,3.396433804,3.973782775,3.934745029,0,0,1,1,2,1,0,0,3
0.819382022,0.283187682,0.110382022,0.469688457,0.837570894,0.720505618,4.265999024,2.196004995,1.956723049,0,0,1,1,2,0,0,1,3
0.819382022,0.690595089,0.610382022,1.380597548,0.837570894,0.920505618,-0.734000976,2.418227215,4.594085689,0,0,1,0,2,1,0,0,3
0.669382022,0.135039533,0.215382022,1.380597548,0.789951846,0.720505618,-0.734000976,3.529338325,4.758920859,0,0,1,1,2,1,0,0,3
0.619382022,0.505409904,0.260382022,-0.301220634,0.789951846,0.920505618,1.005129454,1.973782775,5.583096679,0,0,1,1,3,0,1,0,3
0.669382022,0.616521015,0.660382022,1.107870275,0.408999465,0.620505618,1.439912064,2.640449435,3.110569209,0,0,1,1,3,1,0,0,3
-0.680617978,0.283187682,0.660382022,1.06241573,0.837570894,0.570505618,1.005129454,3.529338325,3.275404369,0,0,1,0,2,1,0,0,3
-0.680617978,0.394298793,-1.489617978,-0.892129725,0.694713751,-1.679494382,4.918172934,3.307116105,5.747931839,0,0,1,0,2,1,0,0,3
0.419382022,-0.457553059,0.560382022,1.016961184,0.609475656,-0.079494382,2.744259894,2.862671665,2.121558219,0,0,1,1,1,0,0,1,3
0.719382022,0.690595089,0.210382022,0.971506639,0.837570894,0.420505618,0.135564244,3.751560545,1.956723049,0,0,1,1,2,0,0,0,3
0.819382022,0.690595089,0.556382022,0.829233912,0.837570894,0.870505618,1.222520764,1.973782775,1.297382389,0,0,1,1,3,0,0,1,3
0.719382022,0.209113608,0.640382022,1.107870275,0.78328518,0.920505618,1.657303374,-0.026217225,2.945734039,0,0,1,1,3,1,0,0,3
0.469382022,0.579483978,0.060382022,0.926052093,0.837570894,0.870505618,1.439912064,0.418227215,3.110569209,0,0,1,1,2,1,0,0,3
0.719382022,-1.864960467,0.560382022,-1.573947907,-0.895762439,0.920505618,1.657303374,0.418227215,8.550129649,0,0,1,1,3,0,1,0,3
0.169382022,0.023928422,-0.039617978,-0.346675179,-0.257667201,-1.929494382,4.483390324,3.084893885,3.275404369,0,0,1,1,1,1,0,0,3
0.069382022,-0.235330837,-0.639617978,0.380597548,-0.662429106,-0.079494382,3.179042504,2.418227215,3.934745029,0,0,1,1,2,1,0,0,3
0.719382022,0.357261756,0.660382022,0.789688457,0.504237561,0.620505618,-0.081827066,3.751560545,0.802876899,0,0,1,0,2,1,0,0,3
0.769382022,0.579483978,0.171382022,1.244233912,0.525666132,0.870505618,-0.734000976,-0.248439455,4.923756019,0,0,1,1,2,1,0,0,3
0.119382022,0.209113608,0.460382022,0.516961184,0.647094704,-0.629494382,1.005129454,2.862671665,2.780898879,0,0,1,1,2,1,0,0,3
0.069382022,0.320224719,0.660382022,0.744233912,0.742332799,0.920505618,4.048607724,-3.137328335,3.275404369,0,0,1,1,2,0,0,1,3
-1.330617978,-1.531627133,0.504382022,-1.119402452,-1.400524344,0.470505618,3.613825114,4.418227215,3.605074699,0,0,1,1,1,1,0,0,3
-0.430617978,-0.420516022,0.110382022,0.926052093,0.456618513,0.470505618,2.961651194,-0.248439455,3.275404369,0,0,1,0,3,1,0,0,3
0.669382022,0.209113608,0.510382022,0.926052093,0.218523275,-0.529494382,1.874694674,-0.915106115,4.099580199,0,0,1,0,3,1,0,0,3
0.619382022,0.690595089,-2.439617978,0.516961184,-1.06671482,0.870505618,2.309477284,3.084893885,2.451228549,0,0,1,1,2,0,0,0,3
-0.780617978,0.394298793,0.460382022,0.153324821,0.837570894,0.920505618,2.092085984,1.973782775,0.967712059,0,0,1,1,2,0,0,1,3
0.819382022,0.542446941,0.410382022,1.198779366,-2.257667201,0.770505618,-0.299218366,2.640449435,3.110569209,0,0,1,1,2,1,0,0,3
0.369382022,0.17207657,0.410382022,1.016961184,0.694713751,0.770505618,1.222520764,1.084893885,1.132547229,0,0,1,1,2,1,0,0,3
-2.280617978,-0.013108615,0.660382022,1.06241573,0.658523275,0.770505618,-0.299218366,1.529338325,4.758920859,0,0,1,0,3,1,0,0,3
0.369382022,0.43133583,0.011382022,1.107870275,0.694713751,0.770505618,-0.516609676,0.196004995,3.769909869,0,0,1,0,2,1,0,0,3
0.569382022,0.43133583,0.510382022,0.153324821,-0.06623863,0.870505618,-0.081827066,3.084893885,1.297382389,0,0,1,1,3,1,0,0,3
0.819382022,0.616521015,0.660382022,-1.664856997,0.456618513,0.420505618,2.092085984,3.307116105,-0.021298921,0,0,1,1,2,0,0,1,3
0.719382022,-0.605701207,0.560382022,0.471506639,0.789951846,0.870505618,-1.386174886,2.862671665,2.121558219,0,0,1,1,3,1,0,1,3
0.569382022,0.135039533,0.510382022,0.966961184,0.551856608,0.920505618,-2.473131416,1.751560545,3.440239539,0,0,1,0,3,1,0,0,3
0.669382022,0.135039533,0.461382022,1.06241573,0.837570894,0.820505618,2.092085984,2.418227215,-2.328991231,0,0,1,0,2,1,0,0,3
0.469382022,0.394298793,0.260382022,1.380597548,0.837570894,0.620505618,2.961651194,-2.692883895,1.791887889,0,0,1,0,2,1,0,0,3
0.269382022,0.394298793,0.560382022,-1.483038816,-0.290048154,0.920505618,-0.081827066,0.418227215,5.253426349,0,0,1,1,3,1,0,0,3
0.719382022,-1.161256763,0.660382022,-0.119402452,0.456618513,0.120505618,0.352955544,-0.026217225,4.758920859,0,0,1,1,3,1,0,0,3
-0.980617978,0.579483978,-1.489617978,0.380597548,-1.067191011,-1.079494382,1.874694674,2.196004995,5.253426349,0,0,1,1,3,1,0,0,3
0.319382022,0.43133583,0.360382022,-0.028493361,0.694713751,0.870505618,1.874694674,2.640449435,-1.669650571,0,0,1,1,5,0,0,0,3
-0.830617978,0.579483978,0.160382022,0.107870275,-1.162429106,0.820505618,0.787738154,3.084893885,1.791887889,0,0,1,1,2,1,0,0,3
0.519382022,0.468372867,0.460382022,-0.93758427,0.504237561,0.420505618,1.439912064,1.307116105,1.132547229,0,0,1,1,2,1,0,0,3
0.469382022,0.579483978,0.660382022,1.244233912,0.742332799,0.920505618,-1.386174886,-3.137328335,4.758920859,0,0,1,1,1,1,0,0,3
0.819382022,0.690595089,0.510382022,1.153324821,0.742332799,0.920505618,0.135564244,0.862671665,-1.175145081,0,0,1,0,2,1,0,0,3
0.019382022,0.098002496,0.660382022,0.653324821,0.028047084,0.770505618,-0.734000976,1.529338325,1.627052719,0,0,1,1,3,1,0,0,2
0.669382022,0.357261756,0.507882022,0.653324821,0.408999465,0.770505618,1.005129454,0.640449435,-0.680639581,0,0,1,1,3,1,0,0,2
0.519382022,0.43133583,0.660382022,1.153324821,-0.971952916,0.920505618,-0.299218366,1.307116105,0.143536239,0,0,1,0,2,1,0,0,2
0.619382022,0.17207657,0.236382022,0.880597548,0.789951846,0.620505618,-0.516609676,-0.026217225,0.473206569,0,0,1,0,2,1,0,0,2
0.319382022,-0.1982938,0.460382022,0.789688457,0.266142323,0.570505618,1.222520764,2.640449435,-2.823496731,0,0,1,1,2,1,0,0,2
0.819382022,0.505409904,0.460382022,-0.846675179,0.694713751,-0.529494382,1.005129454,2.418227215,-1.339980241,0,0,1,1,4,1,0,0,2
0.619382022,0.468372867,0.660382022,0.516961184,0.266142323,0.870505618,2.092085984,0.418227215,-2.988331891,0,0,1,1,2,0,0,1,2
-2.380617978,-0.383478985,0.023382022,0.407870275,0.700428037,0.170505618,0.787738154,0.196004995,3.110569209,0,0,1,1,4,0,1,1,2
0.669382022,-0.976071578,0.660382022,-1.801220634,-2.257667201,0.270505618,1.874694674,2.418227215,1.627052719,0,0,1,1,2,0,0,1,2
0.819382022,0.135039533,-0.138117978,0.835143003,0.837570894,0.670505618,-1.386174886,1.529338325,-1.175145081,0,0,1,0,2,0,0,1,2
-0.680617978,0.246150645,-1.889617978,-0.801220634,0.742332799,-1.779494382,4.483390324,0.418227215,0.802876899,0,0,1,0,3,1,0,0,2
0.669382022,0.690595089,0.660382022,0.153324821,0.456618513,0.570505618,-1.168783586,-0.470661675,-0.186134091,0,0,1,1,3,1,0,1,2
0.469382022,0.43133583,0.610382022,1.153324821,0.742332799,0.720505618,-0.951392276,-1.137328335,-0.845474751,0,0,1,0,2,1,0,0,2
0.719382022,-1.901997504,0.360382022,0.06241573,-0.168143392,0.270505618,0.570346854,0.640449435,0.638041729,0,0,1,1,2,1,0,0,2
0.819382022,0.690595089,0.660382022,1.153324821,0.271856608,-0.429494382,2.526868584,-4.026217225,-0.845474751,0,0,1,1,2,1,0,0,2
0.819382022,0.320224719,-0.126617978,-1.392129725,0.355666132,0.620505618,-1.603566196,4.418227215,-2.658661561,0,0,1,0,1,1,0,0,2
0.819382022,0.320224719,0.660382022,-1.119402452,0.460428037,0.020505618,1.005129454,-3.359550565,1.627052719,0,0,1,1,2,1,0,0,2
0.119382022,0.690595089,0.510382022,0.380597548,0.408999465,0.870505618,-1.820957496,-0.026217225,-1.010309911,0,0,1,0,2,1,0,0,2
-0.980617978,0.283187682,-1.839617978,-0.664856997,-1.257667201,-2.179494382,0.787738154,3.084893885,2.286393379,0,0,1,0,3,1,0,0,2
0.719382022,0.690595089,0.058382022,-0.43758427,-2.162429106,-0.229494382,-0.516609676,-0.692883895,1.791887889,0,0,1,1,2,1,0,0,2
0.669382022,-0.050145652,0.560382022,-1.301220634,0.789951846,0.920505618,-2.038348806,-0.692883895,0.308371409,0,0,1,1,3,1,0,0,2
0.719382022,-0.420516022,0.360382022,1.244233912,0.028047084,0.720505618,1.439912064,-5.137328339,-0.186134091,0,0,1,1,2,1,0,0,2
0.669382022,0.023928422,-0.389617978,0.016961184,-0.31671482,0.020505618,-1.168783586,-0.248439455,-0.186134091,0,0,1,0,3,1,0,0,2
-0.030617978,0.357261756,0.210382022,1.06241573,0.742332799,0.320505618,-0.951392276,-1.137328335,-2.328991231,0,0,1,1,2,1,0,0,2
0.819382022,0.690595089,0.660382022,-0.93758427,-1.210048154,0.520505618,-1.603566196,-2.026217225,1.297382389,0,0,1,1,3,0,0,1,2
0.169382022,0.023928422,0.191882022,-0.846675179,-0.114810058,0.920505618,-2.255740106,0.196004995,-0.350969251,0,0,1,0,2,1,0,0,2
0.569382022,0.320224719,0.460382022,1.380597548,0.170904227,0.920505618,0.135564244,-4.026217225,-2.328991231,0,0,1,0,2,1,0,0,2
0.169382022,0.505409904,0.160382022,0.835143003,0.12328518,0.770505618,-0.734000976,1.084893885,-5.460859361,0,0,1,1,2,1,0,0,2
0.719382022,0.17207657,0.510382022,-0.664856997,0.599475656,0.870505618,-0.516609676,-1.359550565,-2.988331891,0,0,1,1,5,1,0,0,2
0.569382022,0.320224719,0.155882022,-0.191675179,0.599475656,0.820505618,-0.734000976,-0.248439455,-4.142178051,0,0,1,0,3,1,0,0,2
0.419382022,0.357261756,-0.489117978,-0.392129725,-0.240524344,0.670505618,0.352955544,-1.359550565,-2.328991231,0,0,1,1,3,0,0,0,2
0.819382022,0.579483978,0.410382022,-1.846675179,-1.067191011,0.920505618,-0.081827066,-3.137328335,0.308371409,0,0,1,1,2,1,0,0,2
0.169382022,0.468372867,0.660382022,1.107870275,-0.067191011,0.670505618,-3.777479236,-0.915106115,-1.669650571,0,0,1,0,2,1,0,0,2
0.769382022,0.43133583,-0.189617978,1.289688457,0.694713751,0.620505618,-3.342696626,-0.692883895,-2.988331891,0,0,1,0,2,1,0,0,2
0.819382022,-0.420516022,0.034882022,0.744233912,-0.87671482,0.620505618,-1.603566196,0.196004995,-3.482837391,0,0,1,0,2,1,0,0,2
-0.080617978,0.135039533,0.560382022,1.240143003,0.504237561,-1.079494382,-0.299218366,-0.692883895,-4.307013211,0,0,1,1,2,1,0,0,2
0.369382022,0.357261756,-1.339617978,-1.392129725,0.706142323,-1.629494382,-1.820957496,0.196004995,0.473206569,0,0,1,0,2,0,0,1,2
0.569382022,-0.013108615,0.260382022,1.06241573,0.361380418,-2.379494382,2.092085984,-6.026217228,-0.515804421,0,0,1,1,2,1,0,0,2
0.819382022,0.505409904,0.560382022,1.380597548,0.504237561,0.920505618,-0.951392276,-2.915106115,-5.460859361,0,0,1,1,3,1,0,0,2
0.419382022,-0.494590096,-0.039617978,-1.210311543,0.837570894,0.620505618,-0.951392276,-1.581772785,-2.493826401,0,0,1,0,3,1,0,0,2
-0.180617978,-0.346441948,-1.439617978,0.835143003,0.306142323,0.820505618,-2.473131416,-0.026217225,-2.493826401,0,0,1,0,3,1,0,0,2
-1.430617978,-0.901997504,0.403382022,-0.846675179,-0.768619582,0.470505618,0.570346854,-0.248439455,-2.493826401,0,0,1,0,3,1,0,0,2
-0.330617978,-0.050145652,-1.539617978,-0.755766088,-1.971952916,-2.979494382,3.396433804,1.307116105,-2.328991231,0,0,1,1,1,1,0,0,2
0.019382022,-0.161256763,0.510382022,0.580143003,0.504237561,-0.429494382,-2.907914016,-0.692883895,-2.823496731,0,0,1,0,3,1,0,0,2
0.269382022,0.209113608,0.660382022,-0.210311543,0.232332799,-0.129494382,0.135564244,-3.137328335,-3.812507721,0,0,1,1,3,1,0,0,2
0.719382022,0.616521015,0.560382022,0.426052093,0.609951846,0.820505618,-0.951392276,-4.248439455,-4.471848381,0,0,1,1,5,0,0,0,2
-2.630617978,-0.1982938,0.660382022,0.617870275,0.789951846,0.620505618,-1.168783586,-1.137328335,-3.647672551,0,0,1,0,3,1,0,1,2
0.069382022,0.468372867,0.660382022,0.971506639,0.837570894,0.870505618,-1.820957496,-4.248439455,-3.977342881,0,0,1,0,3,1,0,0,2
0.819382022,0.468372867,-0.178117978,-0.392129725,0.480428037,-0.329494382,-3.560087936,-1.359550565,-2.328991231,0,0,1,1,2,1,0,0,2
0.319382022,-0.790886392,-0.889617978,-1.346675179,-1.543381487,0.820505618,-1.386174886,-2.026217225,-0.186134091,0,0,1,1,3,0,0,1,2
0.019382022,0.17207657,0.660382022,-0.306675179,0.266142323,-0.879494382,-3.560087936,-2.248439455,-1.669650571,0,0,1,1,2,1,0,0,2
-1.980617978,0.209113608,-1.689617978,-0.846675179,0.31376137,-1.729494382,-0.951392276,1.751560545,-2.823496731,0,0,1,1,1,1,0,0,2
0.169382022,-0.531627133,0.110382022,0.789688457,0.075666132,-1.429494382,-3.994870546,-0.692883895,-2.658661561,0,0,1,1,2,1,0,0,2
-0.180617978,-0.272367874,0.119882022,-1.43758427,-0.738619582,0.120505618,-2.473131416,-2.470661675,-0.845474751,0,0,1,1,3,1,0,0,2
-1.930617978,0.505409904,0.260382022,1.289688457,0.789951846,0.920505618,-4.864435759,1.084893885,-6.285035191,0,0,1,0,2,1,0,0,2
0.469382022,0.209113608,-1.839617978,-1.483038816,-0.448143392,-1.079494382,-0.516609676,-2.470661675,-1.175145081,0,0,1,1,3,1,0,0,2
-1.930617978,0.579483978,0.310382022,-0.983038816,0.17376137,0.720505618,-1.603566196,-2.915106115,-3.153167061,0,0,1,0,2,1,0,0,2
0.119382022,-0.309404911,0.560382022,-0.301220634,0.12328518,-0.829494382,-0.951392276,-3.137328335,-4.636683541,0,0,1,0,3,1,0,0,2
-0.280617978,-0.124219726,-1.519117978,0.698779366,0.048047084,0.670505618,-2.473131416,-2.470661675,-3.977342881,0,0,1,0,5,0,0,0,2
0.019382022,-0.531627133,0.510382022,1.016961184,0.599475656,-0.179494382,-3.342696626,-2.470661675,-5.460859361,0,0,1,0,3,1,0,0,2
-0.330617978,0.209113608,0.110382022,0.880597548,0.837570894,0.670505618,-4.212261846,-1.359550565,-6.779540681,0,0,1,0,3,1,0,0,2
0.669382022,-0.753849355,0.298882022,0.426052093,-0.162429106,0.420505618,-1.603566196,-3.359550565,-5.955364861,0,0,1,1,2,1,0,0,2
0.319382022,0.246150645,0.410382022,-1.346675179,0.31376137,0.520505618,-3.125305326,-3.359550565,-4.142178051,0,0,1,1,2,0,1,0,2
-0.730617978,-0.939034541,0.010382022,0.835143003,0.31376137,-1.529494382,-2.690522716,-3.137328335,-2.328991231,0,0,1,1,4,1,0,0,2
0.369382022,-0.420516022,0.460382022,-0.983038816,-1.067191011,-1.779494382,-0.734000976,-2.915106115,-3.153167061,0,0,1,0,3,1,0,0,2
-1.230617978,0.023928422,0.655382022,-0.755766088,0.742332799,-1.079494382,-1.820957496,-1.581772785,-5.460859361,0,0,1,0,2,1,0,0,2
-3.630617978,0.17207657,-0.191117978,-1.346675179,-0.334810058,0.020505618,-2.473131416,0.862671665,-3.647672551,0,0,1,1,2,1,0,0,2
0.569382022,0.468372867,-1.339617978,-0.755766088,0.075666132,-1.079494382,0.352955544,-4.915106117,-3.977342881,0,0,1,1,3,1,0,0,2
-1.680617978,-1.901997504,-0.650117978,-0.119402452,-0.661952916,-1.829494382,-3.994870546,-0.692883895,0.638041729,0,0,1,1,3,1,0,0,2
-3.030617978,0.246150645,-0.330617978,-1.483038816,0.07328518,-0.529494382,-0.081827066,-2.026217225,-3.812507721,0,0,1,1,3,1,0,0,2
-0.980617978,0.209113608,-0.639617978,-0.846675179,-0.760048154,0.770505618,-2.690522716,-3.137328335,-2.988331891,0,0,1,1,3,1,0,0,2
-1.380617978,0.283187682,-1.889617978,-0.846675179,-0.162429106,-1.079494382,-3.994870546,1.084893885,-3.153167061,0,0,1,1,3,1,0,0,2
0.719382022,-0.494590096,0.360382022,0.445143003,0.647094704,0.470505618,-3.125305326,-4.470661675,-6.285035191,0,0,1,0,3,1,0,0,2
-0.280617978,-2.272367874,0.160382022,-0.164856997,0.837570894,-3.079494382,-2.907914016,-1.137328335,-4.142178051,0,0,1,0,3,1,0,0,2
0.519382022,-0.050145652,-0.589617978,0.926052093,0.028047084,0.420505618,-2.255740106,-6.470661673,-5.625694531,0,0,1,0,3,1,0,0,2
0.469382022,0.505409904,-1.489617978,-1.301220634,0.218523275,-2.029494382,-2.690522716,-0.692883895,-7.768551671,0,0,1,1,2,1,0,0,2
0.669382022,0.505409904,-0.640617978,1.016961184,-0.114810058,-2.079494382,-2.038348806,-5.803995006,-6.449870351,0,0,1,0,3,1,0,0,2
-2.230617978,0.135039533,0.258382022,-1.210311543,0.39376137,-1.079494382,-2.690522716,-5.581772784,-2.988331891,0,0,1,1,3,0,0,0,1
0.369382022,-0.050145652,-0.539617978,-1.119402452,-0.341000535,0.070505618,-2.690522716,-2.692883895,-8.263057171,0,0,1,1,3,0,0,1,1
-0.680617978,0.098002496,-1.389617978,-0.619402452,0.310428037,0.820505618,-3.994870546,-0.470661675,-10.24107915,0,0,1,1,3,0,0,0,1
-2.230617978,0.394298793,0.310382022,-1.619402452,0.081380418,0.820505618,-1.386174886,-4.692883895,-7.933386841,0,0,1,1,3,1,0,0,1
-0.930617978,-1.605701207,-0.089617978,-0.028493361,0.361380418,0.520505618,-5.516609672,-4.915106117,-4.142178051,0,0,1,1,3,1,0,0,1
-2.630617978,0.283187682,-2.289617978,0.244233912,0.04328518,-0.379494382,-6.386174889,-2.248439455,-3.153167061,0,0,1,1,3,1,0,0,1
-0.730617978,0.246150645,-0.139617978,-0.892129725,-0.289571963,0.720505618,-3.994870546,-2.026217225,-10.40591431,0,0,1,1,3,0,0,0,1
0.619382022,-0.605701207,-0.328117978,-0.725311543,-1.68623863,0.320505618,-5.951392281,-3.359550565,-6.449870351,0,0,1,0,3,0,0,1,1
-3.930617978,-0.531627133,-3.139617978,-1.664856997,-1.374333868,-1.079494382,-3.994870546,0.640449435,-3.812507721,0,0,1,0,2,1,0,0,1
0.469382022,-0.309404911,0.660382022,-2.483038816,0.742332799,-0.779494382,-4.42965315,-6.915106117,-6.285035191,0,0,1,1,3,1,0,0,1
0.119382022,-1.161256763,-0.634117978,-0.619402452,-0.115286249,-1.729494382,-7.90791402,-3.581772785,-7.274046181,0,0,1,1,3,1,0,0,1
-2.530617978,-2.272367874,-1.639617978,0.498779366,0.098523275,-0.879494382,-3.994870546,-4.692883895,-11.55976046,0,0,1,1,4,0,0,0,1
0.096794872,-0.050641026,0.582692308,0.472115385,1.186538462,0.991025641,4.982905983,5.717948725,9.900641012,0,0,0,0,4,0,0,1,3
0.396794872,0.649358974,0.582692308,0.772115385,0.936538462,-0.158974359,4.149572643,5.884615385,9.733974362,0,0,0,0,2,1,0,1,3
0.396794872,0.549358974,0.432692308,0.372115385,0.186538462,0.591025641,6.149572643,6.884615385,6.400641032,0,0,0,1,2,0,0,1,3
0.496794872,0.699358974,0.482692308,0.872115385,0.286538462,-0.208974359,4.149572643,6.217948725,8.567307692,0,0,0,1,1,0,0,1,3
0.496794872,0.749358974,0.482692308,0.772115385,-0.463461538,0.991025641,6.149572643,6.551282045,5.067307682,0,0,0,1,3,0,0,1,3
0.396794872,-0.750641026,0.582692308,0.422115385,1.036538462,0.691025641,0.982905983,6.884615385,8.733974372,0,0,0,1,1,0,0,1,3
0.196794872,0.599358974,0.482692308,0.872115385,0.186538462,0.641025641,5.149572643,5.717948725,4.233974372,0,0,0,0,2,1,0,0,3
0.196794872,0.649358974,0.482692308,0.772115385,1.186538462,0.491025641,3.649572643,1.551282045,8.400641012,0,0,0,1,1,0,1,1,3
0.496794872,0.649358974,0.432692308,-0.877884615,0.286538462,0.641025641,3.649572643,4.384615385,7.400641022,0,0,0,1,1,1,0,0,3
0.496794872,0.749358974,0.482692308,0.622115385,1.186538462,0.841025641,1.816239323,4.217948725,6.567307682,0,0,0,0,3,0,0,1,3
-0.603205128,0.299358974,0.582692308,0.722115385,0.286538462,-0.258974359,0.816239323,5.551282045,8.233974362,0,0,0,1,2,1,0,1,3
0.246794872,0.749358974,0.182692308,0.372115385,0.286538462,0.591025641,2.816239323,3.051282045,6.400641032,0,0,0,1,3,1,0,0,3
-0.103205128,0.549358974,0.482692308,0.872115385,0.286538462,0.991025641,4.482905983,6.051282045,1.067307692,0,0,0,0,2,1,0,1,3
0.446794872,0.749358974,0.582692308,0.622115385,0.286538462,0.591025641,3.149572643,4.717948725,3.067307702,0,0,0,1,2,1,0,0,3
0.196794872,-0.000641026,-0.967307692,0.872115385,0.286538462,0.741025641,2.149572643,6.217948725,4.567307702,0,0,0,1,3,1,0,0,3
0.096794872,0.749358974,0.482692308,-0.027884615,0.286538462,0.841025641,3.316239323,1.884615385,5.733974372,0,0,0,0,2,1,0,0,3
0.496794872,0.749358974,0.582692308,0.722115385,1.036538462,0.991025641,2.649572643,3.217948725,2.900641022,0,0,0,1,5,0,0,0,3
0.096794872,0.449358974,0.582692308,0.622115385,0.286538462,0.991025641,4.982905983,4.384615385,0.900641012,0,0,0,0,2,1,0,0,3
-0.153205128,0.699358974,0.332692308,-1.627884615,-1.313461538,0.291025641,1.649572643,4.217948725,8.900641022,0,0,0,1,2,1,1,0,3
0.296794872,-0.050641026,0.232692308,0.722115385,0.036538462,-0.308974359,3.982905983,2.384615385,5.400641012,0,0,0,1,2,1,1,0,3
0.446794872,0.149358974,0.232692308,0.622115385,0.936538462,0.841025641,-0.517094017,5.384615385,4.233974372,0,0,0,1,1,1,0,1,3
0.396794872,0.599358974,0.232692308,0.622115385,1.186538462,0.991025641,0.649572643,0.717948725,6.733974362,0,0,0,0,2,1,0,1,3
0.246794872,0.749358974,0.582692308,0.772115385,0.286538462,0.491025641,3.816239323,5.384615385,-0.266025628,0,0,0,0,2,1,0,0,3
0.246794872,0.749358974,0.482692308,0.622115385,1.186538462,0.991025641,2.149572643,1.051282045,4.567307702,0,0,0,1,2,1,0,1,3
0.296794872,-0.200641026,-0.117307692,0.572115385,-0.713461538,0.391025641,3.316239323,4.051282045,4.400641022,0,0,0,1,3,0,0,0,3
0.396794872,0.149358974,0.382692308,0.472115385,1.186538462,0.091025641,3.316239323,4.551282045,1.400641022,0,0,0,1,1,1,0,0,3
0.046794872,0.049358974,0.482692308,0.872115385,-0.563461538,0.691025641,1.649572643,5.051282045,3.567307682,0,0,0,1,2,1,0,0,3
0.246794872,0.749358974,0.482692308,0.872115385,1.186538462,0.991025641,0.316239323,2.384615385,4.233974372,0,0,0,1,2,1,0,0,3
0.396794872,-0.000641026,0.532692308,0.422115385,0.986538462,-0.658974359,-0.683760677,2.551282045,7.900641032,0,0,0,0,1,1,0,0,3
-0.203205128,0.499358974,0.582692308,-2.027884615,0.286538462,0.441025641,3.482905983,2.051282045,6.233974352,0,0,0,1,2,0,0,1,3
-0.103205128,0.749358974,0.582692308,0.372115385,0.436538462,0.491025641,3.149572643,2.551282045,2.400641012,0,0,0,1,2,1,0,0,3
0.296794872,0.499358974,0.432692308,0.672115385,0.136538462,0.191025641,-1.183760677,4.217948725,4.733974352,0,0,0,1,1,1,0,0,3
0.146794872,0.649358974,0.582692308,0.872115385,-0.463461538,0.691025641,1.149572643,3.717948725,2.400641012,0,0,0,1,2,1,0,0,3
0.396794872,0.749358974,0.482692308,0.622115385,0.286538462,0.991025641,-0.183760677,2.884615385,3.400641032,0,0,0,0,2,1,0,0,3
0.496794872,0.749358974,-0.067307692,0.472115385,0.936538462,0.591025641,1.482905983,0.551282045,4.233974372,0,0,0,0,3,1,0,0,3
0.446794872,0.749358974,0.482692308,0.622115385,0.986538462,0.141025641,0.482905983,-1.448717955,6.733974362,0,0,0,0,4,0,0,1,3
0.196794872,-0.350641026,-0.067307692,-1.877884615,0.836538462,-0.008974359,3.316239323,2.884615385,4.233974372,0,0,0,0,3,1,0,0,3
-0.203205128,0.649358974,-0.917307692,0.722115385,0.286538462,0.991025641,1.649572643,3.051282045,2.900641022,0,0,0,1,2,1,0,0,3
0.396794872,0.699358974,0.232692308,0.622115385,0.036538462,0.691025641,4.149572643,-3.115384615,5.400641012,0,0,0,0,2,1,0,0,3
-0.003205128,0.499358974,0.482692308,0.472115385,1.136538462,0.191025641,2.149572643,2.051282045,2.067307682,0,0,0,1,2,1,0,0,3
0.296794872,0.749358974,0.582692308,0.872115385,1.186538462,0.641025641,0.649572643,-0.282051275,4.233974372,0,0,0,1,2,1,0,0,3
-0.003205128,0.199358974,-1.817307692,0.722115385,-0.113461538,0.591025641,5.649572643,-0.615384615,4.233974372,0,0,0,1,1,1,0,1,3
-1.153205128,0.499358974,-0.617307692,0.722115385,0.036538462,-0.458974359,0.649572643,2.551282045,6.067307702,0,0,0,1,1,0,0,1,3
