PSET1,PSET2,PSET3,PSET4,PSET5,PSET6,QUIZ1,QUIZ2,FINAL,PSET_ZEROS,QUIZ_ZEROS,FALL,MALE,YEAR,COURSE_6,COURSE_8,COURSE_18,GRADE
-0.120212766,0.523670213,-0.635638298,0.538829787,0.338297872,0.646276596,0.164893618,1.849290786,-1.327127657,0,0,1,1,3,1,0,0,2
0.229787234,0.273670213,-0.285638298,0.338829787,0.188297872,0.296276596,-0.335106382,2.349290786,-1.493794337,0,0,1,1,3,1,0,0,2
0.329787234,0.973670213,0.864361702,0.788829787,0.688297872,0.896276596,-2.835106382,-0.650709214,0.339538993,0,0,1,0,3,1,0,0,2
0.329787234,0.973670213,0.714361702,0.738829787,0.138297872,0.496276596,-0.001773042,0.515957446,-2.827127657,0,0,1,0,3,1,0,0,2
0.079787234,-0.626329787,-0.985638298,0.088829787,0.338297872,-0.503723404,0.998226958,0.849290786,0.672872353,0,0,1,0,2,0,0,1,2
0.429787234,0.523670213,0.764361702,0.638829787,0.238297872,0.746276596,-0.835106382,0.015957446,-1.660460987,0,0,1,1,3,1,0,0,2
0.129787234,0.523670213,-0.235638298,0.188829787,-0.711702128,0.296276596,-0.835106382,1.015957446,0.339538993,0,0,1,0,2,1,0,0,2
0.629787234,1.023670213,1.114361702,0.888829787,0.888297872,0.596276596,-0.668439722,-0.484042554,-3.993794327,0,0,1,0,3,1,0,1,2
-0.020212766,-0.026329787,-0.135638298,0.188829787,-0.311702128,0.046276596,4.331560278,-1.484042554,-2.660461007,0,0,1,1,2,0,1,1,2
0.379787234,-0.226329787,-0.885638298,-0.511170213,-0.211702128,0.696276596,0.498226958,0.349290786,-0.327127667,0,0,1,0,3,0,0,1,2
-0.420212766,0.423670213,-0.935638298,-0.711170213,-0.061702128,-0.503723404,-1.335106382,0.515957446,1.839538993,0,0,1,0,4,1,0,0,2
0.529787234,0.723670213,0.864361702,0.788829787,0.488297872,0.696276596,-0.335106382,-2.317375894,-2.660461007,0,0,1,0,3,1,0,0,2
0.529787234,0.623670213,-0.435638298,0.338829787,-0.111702128,0.296276596,-1.668439722,-0.150709214,-0.660460997,0,0,1,0,3,1,0,0,2
0.429787234,0.573670213,-0.635638298,0.438829787,0.188297872,0.096276596,-1.001773042,-0.984042554,-0.493794317,0,0,1,0,3,1,0,0,2
-1.070212766,-0.076329787,0.664361702,-0.661170213,0.288297872,0.146276596,-2.835106382,-3.650709214,5.172872353,0,0,1,1,3,1,0,0,2
0.329787234,0.523670213,-0.985638298,0.188829787,0.238297872,0.446276596,-0.835106382,0.849290786,-3.827127647,0,0,1,1,4,1,0,0,2
-0.320212766,0.623670213,-0.285638298,0.588829787,0.588297872,0.196276596,-0.001773042,-0.484042554,-4.327127657,0,0,1,1,2,1,0,0,2
0.629787234,0.923670213,0.864361702,0.788829787,0.588297872,0.896276596,-1.835106382,-1.317375894,-4.993794317,0,0,1,0,3,1,0,0,2
0.229787234,0.123670213,0.714361702,0.388829787,0.288297872,-0.153723404,0.831560278,-0.650709214,-5.327127647,0,0,1,1,3,1,0,0,2
-0.270212766,0.373670213,0.614361702,0.738829787,0.488297872,0.496276596,-0.335106382,-4.650709214,-1.077127667,0,0,1,0,2,1,0,0,2
0.079787234,-2.126329787,-0.285638298,-0.061170213,-0.311702128,0.846276596,-2.335106382,-2.650709214,1.339539013,0,0,1,0,4,0,0,1,1
0.029787234,0.623670213,-0.135638298,0.438829787,0.338297872,0.346276596,-3.001773042,0.682624106,-4.993794317,0,0,1,1,3,1,0,0,1
0.279787234,-1.276329787,-0.385638298,0.038829787,0.538297872,0.046276596,-0.668439722,-1.817375894,-2.827127657,0,0,1,1,3,1,0,0,1
0.079787234,-0.476329787,0.314361702,-0.211170213,-0.111702128,0.796276596,-2.668439722,-0.817375894,-2.993794337,0,0,1,1,2,1,0,0,1
0.529787234,1.023670213,0.864361702,0.888829787,-0.011702128,0.746276596,-2.668439722,0.349290786,-7.827127667,0,0,1,0,3,1,0,0,1
-0.120212766,0.948670213,-0.185638298,-0.511170213,0.088297872,-0.053723404,2.831560278,-0.817375894,-8.827127657,0,0,1,0,3,0,0,1,1
-0.070212766,0.373670213,1.014361702,-0.161170213,0.638297872,0.746276596,-2.168439722,-2.317375894,-4.827127667,0,0,1,1,2,0,0,1,1
-0.270212766,0.623670213,-0.135638298,0.538829787,0.788297872,0.246276596,-3.168439722,-3.150709214,-2.993794337,0,0,1,0,3,1,0,0,1
0.279787234,0.173670213,0.214361702,-0.011170213,-0.511702128,0.446276596,-2.835106382,-1.317375894,-3.993794327,0,0,1,0,3,1,0,0,1
0.029787234,0.773670213,-0.685638298,0.488829787,-0.161702128,-1.353723404,-3.668439722,0.682624106,-4.327127657,0,0,1,1,3,1,0,0,1
0.129787234,-0.176329787,-0.535638298,0.188829787,-1.761702128,-2.703723404,-3.335106382,-2.317375894,1.339539013,0,0,1,1,2,1,0,0,1
0.029787234,0.123670213,-0.885638298,-1.061170213,-2.411702128,-1.103723404,-2.168439722,-1.984042554,-2.327127647,0,0,1,0,3,0,0,0,1
0.179787234,0.373670213,-0.885638298,0.388829787,-0.511702128,-0.853723404,-4.335106382,-0.650709214,-5.660461007,0,0,1,1,3,1,0,0,1
0.429787234,-0.376329787,-0.285638298,-0.711170213,0.138297872,-1.703723404,-3.668439722,-6.317375894,-6.493794317,0,0,1,1,3,1,0,0,1
0.429787234,-2.526329787,-1.885638298,-1.011170213,-0.761702128,-1.903723404,-2.168439722,-5.150709214,-8.327127647,0,0,1,1,4,1,0,0,1
0.429787234,-0.676329787,-0.985638298,-2.511170213,-0.861702128,-3.503723404,-1.835106382,-5.150709214,-10.49379434,0,0,1,0,3,0,0,0,1
0.819382022,0.690595089,0.660382022,1.335143003,0.837570894,0.870505618,5.787738154,4.862671665,7.231448329,0,0,1,1,2,1,0,0,3
0.819382022,0.505409904,0.610382022,1.289688457,-0.067191011,0.920505618,4.265999024,3.751560545,9.703975799,0,0,1,1,4,0,0,1,3
0.119382022,0.394298793,0.360382022,0.516961184,0.837570894,0.820505618,5.352955544,3.529338325,8.385294479,0,0,1,1,2,1,0,0,3
0.569382022,0.357261756,0.660382022,1.380597548,0.789951846,0.870505618,5.352955544,3.529338325,6.407272499,0,0,1,1,2,1,0,0,3
0.669382022,0.690595089,0.166382022,1.244233912,0.647094704,0.720505618,2.744259894,4.196004995,8.550129649,0,0,1,1,2,1,0,0,3
0.769382022,0.690595089,0.414882022,0.471506639,0.742332799,0.770505618,3.396433804,3.084893885,9.044635139,0,0,1,1,1,0,0,1,3
0.669382022,0.690595089,0.560382022,0.971506639,0.837570894,0.670505618,4.918172934,0.418227215,9.539140639,0,0,1,1,2,1,0,0,3
0.519382022,0.579483978,0.660382022,0.971506639,0.789951846,0.670505618,4.700781634,4.862671665,5.253426349,0,0,1,1,3,1,0,0,3
0.819382022,0.579483978,0.660382022,1.06241573,-2.257667201,0.270505618,5.135564244,3.307116105,8.220459319,0,0,1,1,2,1,0,0,3
0.619382022,-0.050145652,0.480882022,1.289688457,0.350904227,0.770505618,2.961651194,3.973782775,6.901777999,0,0,1,1,2,0,0,1,3
0.819382022,0.098002496,0.217882022,1.335143003,0.694713751,0.770505618,3.613825114,3.307116105,6.407272499,0,0,1,1,2,0,0,1,3
0.619382022,0.579483978,0.660382022,1.244233912,0.837570894,0.520505618,1.657303374,4.196004995,6.572107669,0,0,1,1,2,0,0,0,3
0.819382022,0.579483978,0.660382022,1.380597548,0.837570894,0.520505618,3.831216414,4.640449435,2.780898879,0,0,1,0,2,1,0,0,3
0.569382022,0.690595089,0.610382022,1.153324821,0.31376137,0.920505618,4.048607724,3.084893885,4.594085689,0,0,1,1,2,1,0,0,3
0.569382022,0.394298793,-0.639617978,0.835143003,0.091380418,0.920505618,3.831216414,3.529338325,6.407272499,0,0,1,1,3,1,0,0,3
0.319382022,0.505409904,0.660382022,0.698779366,0.599475656,0.920505618,3.179042504,3.751560545,5.253426349,0,0,1,1,2,1,0,0,3
0.819382022,0.690595089,0.510382022,1.380597548,0.789951846,0.720505618,4.700781634,0.640449435,5.418261509,0,0,1,1,3,1,0,0,3
0.619382022,0.579483978,0.010382022,0.380597548,0.742332799,0.920505618,3.613825114,3.529338325,5.253426349,0,0,1,1,2,1,0,0,3
0.619382022,-0.235330837,0.560382022,1.244233912,0.742332799,0.670505618,3.179042504,1.973782775,6.736942829,0,0,1,1,2,1,0,0,3
0.819382022,0.357261756,0.560382022,0.426052093,0.837570894,0.570505618,2.526868584,4.640449435,4.594085689,0,0,1,1,4,1,0,0,3
