0.529787234,0.923670213,0.0,1.0,3.0,0.0,0.0,1.0,3
0.629787234,1.023670213,0.0,1.0,2.0,1.0,0.0,1.0,3
0.429787234,0.973670213,0.0,1.0,2.0,1.0,0.0,1.0,3
0.629787234,0.823670213,0.0,1.0,2.0,1.0,0.0,1.0,3
0.529787234,0.623670213,0.0,1.0,2.0,1.0,0.0,1.0,3
0.179787234,0.923670213,0.0,1.0,2.0,1.0,0.0,0.0,3
0.629787234,0.523670213,0.0,1.0,2.0,1.0,0.0,1.0,3
0.529787234,0.723670213,0.0,1.0,3.0,1.0,1.0,0.0,3
0.079787234,0.073670213,0.0,1.0,2.0,1.0,0.0,0.0,3
0.629787234,0.573670213,0.0,1.0,2.0,1.0,0.0,1.0,3
-0.020212766,0.923670213,0.0,1.0,2.0,1.0,0.0,0.0,3
-0.270212766,0.523670213,0.0,1.0,3.0,1.0,0.0,1.0,3
0.429787234,0.573670213,0.0,1.0,2.0,0.0,0.0,1.0,3
0.279787234,0.723670213,0.0,1.0,2.0,1.0,0.0,0.0,3
0.279787234,0.523670213,0.0,1.0,2.0,1.0,0.0,0.0,3
-2.020212766,0.723670213,0.0,1.0,2.0,0.0,0.0,1.0,3
0.179787234,0.623670213,0.0,1.0,3.0,1.0,0.0,0.0,3
0.629787234,0.773670213,0.0,1.0,3.0,1.0,0.0,0.0,3
0.179787234,0.573670213,0.0,1.0,2.0,1.0,0.0,0.0,3
-0.920212766,0.723670213,0.0,1.0,2.0,1.0,0.0,0.0,3
0.229787234,0.723670213,0.0,1.0,2.0,1.0,0.0,1.0,3
0.429787234,0.923670213,0.0,1.0,3.0,1.0,0.0,0.0,3
0.329787234,0.923670213,0.0,1.0,2.0,1.0,1.0,0.0,3
0.629787234,-0.076329787,0.0,1.0,2.0,1.0,0.0,1.0,3
0.429787234,0.823670213,0.0,1.0,3.0,1.0,0.0,0.0,3
-0.370212766,0.573670213,0.0,1.0,4.0,0.0,0.0,1.0,3
0.379787234,-0.026329787,0.0,1.0,2.0,1.0,0.0,1.0,3
0.229787234,0.673670213,0.0,1.0,2.0,1.0,0.0,0.0,3
0.329787234,0.623670213,0.0,1.0,2.0,1.0,0.0,0.0,3
0.429787234,0.723670213,0.0,1.0,3.0,0.0,0.0,1.0,3
0.279787234,0.423670213,0.0,1.0,4.0,0.0,1.0,0.0,2
0.429787234,0.373670213,0.0,1.0,3.0,1.0,0.0,0.0,2
0.229787234,0.773670213,0.0,1.0,2.0,1.0,0.0,0.0,2
0.329787234,-1.776329787,0.0,1.0,3.0,1.0,0.0,0.0,2
0.079787234,0.923670213,0.0,1.0,2.0,1.0,0.0,0.0,2
0.629787234,0.823670213,0.0,1.0,3.0,1.0,0.0,0.0,2
-0.020212766,0.523670213,0.0,1.0,2.0,1.0,0.0,0.0,2
0.379787234,0.273670213,0.0,1.0,2.0,1.0,0.0,0.0,2
0.129787234,0.923670213,0.0,1.0,2.0,1.0,0.0,0.0,2
0.379787234,0.723670213,0.0,1.0,3.0,0.0,0.0,1.0,2
-0.520212766,0.523670213,0.0,1.0,1.0,1.0,0.0,1.0,2
0.229787234,0.823670213,0.0,1.0,2.0,1.0,0.0,0.0,2
0.429787234,0.523670213,0.0,1.0,2.0,1.0,0.0,0.0,2
0.129787234,0.373670213,0.0,1.0,2.0,1.0,0.0,0.0,2
-0.020212766,0.623670213,0.0,1.0,2.0,1.0,0.0,0.0,2
-0.870212766,0.323670213,0.0,1.0,3.0,1.0,0.0,0.0,2
0.329787234,0.873670213,0.0,1.0,2.0,1.0,0.0,0.0,2
-0.120212766,0.523670213,0.0,1.0,3.0,1.0,0.0,0.0,2
