0.529787234,0.923670213,1.114361702,5.998226958,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3
0.629787234,1.023670213,0.664361702,4.664893618,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.429787234,0.973670213,1.114361702,3.831560278,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.629787234,0.823670213,0.614361702,6.664893618,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.529787234,0.623670213,0.764361702,4.498226958,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.179787234,0.923670213,1.064361702,3.331560278,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.629787234,0.523670213,0.764361702,4.998226958,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.529787234,0.723670213,1.114361702,2.998226958,0.0,0.0,1.0,3.0,1.0,1.0,0.0,3
0.079787234,0.073670213,-0.485638298,1.498226958,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.629787234,0.573670213,0.614361702,3.331560278,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
-0.020212766,0.923670213,0.664361702,1.831560278,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
-0.270212766,0.523670213,1.064361702,2.331560278,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3
0.429787234,0.573670213,0.514361702,3.498226958,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3
0.279787234,0.723670213,0.364361702,2.831560278,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.279787234,0.523670213,-0.135638298,2.498226958,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
-2.020212766,0.723670213,0.814361702,3.331560278,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3
0.179787234,0.623670213,0.364361702,-0.001773042,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3
0.629787234,0.773670213,0.514361702,0.164893618,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3
0.179787234,0.573670213,0.614361702,0.998226958,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
