0.529787234,0.0,1.0,3.0,0.0,0.0,1.0,3
0.629787234,0.0,1.0,2.0,1.0,0.0,1.0,3
0.429787234,0.0,1.0,2.0,1.0,0.0,1.0,3
0.629787234,0.0,1.0,2.0,1.0,0.0,1.0,3
0.529787234,0.0,1.0,2.0,1.0,0.0,1.0,3
0.179787234,0.0,1.0,2.0,1.0,0.0,0.0,3
0.629787234,0.0,1.0,2.0,1.0,0.0,1.0,3
0.529787234,0.0,1.0,3.0,1.0,1.0,0.0,3
0.079787234,0.0,1.0,2.0,1.0,0.0,0.0,3
0.629787234,0.0,1.0,2.0,1.0,0.0,1.0,3
-0.020212766,0.0,1.0,2.0,1.0,0.0,0.0,3
-0.270212766,0.0,1.0,3.0,1.0,0.0,1.0,3
0.429787234,0.0,1.0,2.0,0.0,0.0,1.0,3
0.279787234,0.0,1.0,2.0,1.0,0.0,0.0,3
0.279787234,0.0,1.0,2.0,1.0,0.0,0.0,3
-2.020212766,0.0,1.0,2.0,0.0,0.0,1.0,3
0.179787234,0.0,1.0,3.0,1.0,0.0,0.0,3
0.629787234,0.0,1.0,3.0,1.0,0.0,0.0,3
0.179787234,0.0,1.0,2.0,1.0,0.0,0.0,3
-0.920212766,0.0,1.0,2.0,1.0,0.0,0.0,3
0.229787234,0.0,1.0,2.0,1.0,0.0,1.0,3
0.429787234,0.0,1.0,3.0,1.0,0.0,0.0,3
0.329787234,0.0,1.0,2.0,1.0,1.0,0.0,3
0.629787234,0.0,1.0,2.0,1.0,0.0,1.0,3
0.429787234,0.0,1.0,3.0,1.0,0.0,0.0,3
-0.370212766,0.0,1.0,4.0,0.0,0.0,1.0,3
0.379787234,0.0,1.0,2.0,1.0,0.0,1.0,3
0.229787234,0.0,1.0,2.0,1.0,0.0,0.0,3
0.329787234,0.0,1.0,2.0,1.0,0.0,0.0,3
0.429787234,0.0,1.0,3.0,0.0,0.0,1.0,3
0.279787234,0.0,1.0,4.0,0.0,1.0,0.0,2
0.429787234,0.0,1.0,3.0,1.0,0.0,0.0,2
0.229787234,0.0,1.0,2.0,1.0,0.0,0.0,2
0.329787234,0.0,1.0,3.0,1.0,0.0,0.0,2
0.079787234,0.0,1.0,2.0,1.0,0.0,0.0,2
0.629787234,0.0,1.0,3.0,1.0,0.0,0.0,2
